woord afkap
onregwerkers on-reg-wer-kers
onrus on-rus
onrustig on-rus-tig
ons ons
onse on-se
onskendbaar on-skend-baar
onskuld on-skuld
onskuldig on-skul-dig
onspoed on-spoed
onsuiwer on-sui-wer
ontaarding ont-aar-ding
ontbeer ont-beer
ontbind ont-bind
ontbloot ont-bloot
ontbonde ont-bonde
ontbrand ont-brand
ontbreek ont-breek
ontdek ont-dek
ontdekte ont-dek-te
onteer ont-eer
ontferm ont-ferm
ontfermer ont-fer-mer
ontferming ont-fer-ming
ontgaan ont-gaan
ontheilig ont-hei-lig
onthewe ont-he-we
onthou ont-hou
ontkom ont-kom
ontkrag ont-krag
ontluik ont-luik
ontluister ont-luis-ter
ontmoet ont-moet
ontreinig ont-rei-nig
ontroer on-troer
ontroering on-troe-ring
ontroof on-troof
ontrou on-trou
ontroue on-troue
ontruk ont-ruk
ontsag on-t-sag
ontsaglik on-t-sag-lik
onts� on-ts�
ontsetting on-t-set-ting
ontsien on-t-sien
ontslaan on-t-slaan
ontslote on-tslo-te
ontsluier on-tslui-er
ontsluit on-tsluit
ontsondig on-t-son-dig
ontspring on-t-spring
ontspruit on-t-spruit
ontsteek ont-steek
ontsteking ont-ste-king
ontsteld ont-steld
onttrek ont-trek
ontug ontug
ontval ont-val
ontvang ont-vang
ontvang'nis ont-vang'nis
ontvlam ont-vlam
ontvlug ont-vlug
ontvlugting ont-vlug-ting
ontvoer ont-voer
ontvou ont-vou
ontwaak ont-waak
ontwaking ont-wa-king
ontwend ont-wend
ontwil ont-wil
ontwortel ont-wor-tel
ontwring ont-w-ring
ontwyk ont-wyk
onvas on-vas
onveilig on-vei-lig
onveranderlik on-ver-an-der-lik
onverbreekb're on-ver-breekb're
onverbreekbaar on-ver-breek-baar
onverdraag'bre on-ver-draag'bre
onverhoord on-ver-hoord
onvermo� on-ver-mo�
onvermoeid on-ver-moeid
onvermoeide on-ver-moei-de
onverstoorb're on-ver-stoorb're
onvertraagde on-ver-traag-de
onverwelkb're on-ver-welkb're
onverwinb're on-ver-winb're
onvindbaar on-vind-baar
onvolprese on-vol-pre-se
onvoorsiens on-voor-siens
onvrugb're on-vrugb're
onvrugbares on-vrug-ba-res
onwaaragtig on-waar-ag-tig
onwaardig on-waar-dig
onwankelbaar on-wan-kel-baar
onweer on-weer
onweersdae on-weers-dae
onweershemel on-weer-s-he-mel
onweerskuil on-weer-skuil
onweersnag on-weer-snag
onweersrigter on-weers-rig-ter
onweerstorme on-weer-stor-me
onweerstorms on-weer-storms
onweerstranse on-weer-s-tran-se
onweersvlae on-weers-vlae
onweersvuur on-weers-vuur
onweerswind on-weers-wind
onweerswolk on-weers-wolk
onweerswolke on-weers-wol-ke
onwrikbaar on-wrik-baar
onwrikbaar-vas on-wrik-baar-vas
onwysheid on-wys-heid
oog oog
oogwink oog-wink
ooievaar ooi-e-vaar
ooit ooit
ook ook
oomblik oom-blik
oop oop
oopgegaan oop-ge-gaan
oopgespalkte oop-ge-spalk-te
oopgeswaai oop-ge-swaai
oor oor
oord oord
oordag oor-dag
oorde oor-de
oordeel oor-deel
oordeelstraf oor-deel-straf
oordeelstyding oor-deels-ty-ding
oordeelsweg oor-deels-weg
oordeelswerk oor-deels-werk
oordek oor-dek
oordink oor-dink
oordonker oord-on-ker
oordrup oor-drup
oorgebly oor-ge-bly
oorgee oor-gee
oorgegee oor-ge-gee
oorgegewe oor-ge-ge-we
oorgelewer oor-ge-le-wer
oorgiet oor-giet
oorgolf oor-golf
oorgote oor-go-te
oorgroei oor-groei
oorheers oor-heers
oorkom oor-kom
oorlaai oor-laai
oorleg oor-leg
oorlog oor-log
oorlog-staal oor-log-staal
oorlogs-kans oor-logs-kans
oorlogsbendes oor-logs-ben-des
oorlogsperd oor-logsperd
oorlogsperde oor-logsper-de
oorlogsprooi oor-logs-prooi
oorlogstuig oor-logs-tuig
oorlogstyd oor-logs-tyd
oorlogsvelde oor-logs-vel-de
oorlogsvolke oor-logs-vol-ke
oorlogsvuur oor-logs-vuur
oorlogswa oor-logs-wa
oorlogswaard oor-logs-w-aard
oorlogswaens oor-logs-waens
oormoed oor-moed
oorpeinsing oor-pein-sing
oorsaak oor-saak
oorsprei oor-sprei
oorsprong oor-sprong
oorstort oor-stort
oorstraal oor-straal
oorstroom oor-stroom
oorsweef oors-weef
oorswewe oors-we-we
oortreders oor-tre-ders
oortreding oor-tre-ding
oortree oor-tree
oortref oor-tref
oorval oor-val
oorvloed oor-vloed
oorvloedig oor-vloe-dig
oorweldig oor-wel-dig
oorwelf oor-welf
oorwin oor-win
oorwinnaar oor-win-naar
oorwinnaars oor-win-naars
oorwinnaarshand oor-win-naars-hand
oorwinnend oor-win-nend
oorwinning oor-win-ning
oos oos
oosterkim oos-ter-kim
ootmoed oot-moed
ootmoedig oot-moe-dig
op op
op- op-
opbrings op-brings
opbruis op-bruis
ope ope
open open
openbaar open-baar
opevou ope-vou
opgaan op-gaan
opgeblaas op-ge-blaas
opgeblase op-ge-bla-se
opgebruis op-ge-bruis
opgedring op-ge-dring
opgegaan op-ge-gaan
opgehang op-ge-hang
opgehef op-ge-hef
opgehewe op-ge-he-we
opgeklaar op-ge-klaar
opgeklim op-ge-klim
opgekweek op-ge-kweek
opgelig op-ge-lig
opgepas op-ge-pas
opgerig op-ge-rig
opgerys op-ge-rys
opgeskort op-ge-skort
opgeskrywe op-ge-skry-we
opgeslaan op-ge-slaan
opgestaan op-ge-staan
opgesteek op-ge-steek
opgesteier op-ge-stei-er
opgestel op-ge-stel
opgeteer op-ge-teer
opgeto� op-ge-to�
opgeur op-geur
opgevaar op-ge-vaar
opgevlug op-ge-vlug
opgevoer op-ge-voer
opgewaak op-ge-waak
opgeweeg op-ge-weeg
opgewondenheid op-ge-wonden-heid
ophaal op-haal
ophef op-hef
opklim op-klim
opklink op-klink
oplaas oplaas
opneem op-neem
opnuut op-nuut
oppas op-pas
opperheerskappy op-per-heer-skap-py
oppermagtig op-permag-tig
opreg op-reg
opregte opreg-te
opregtes opreg-tes
opregtheid opregt-heid
opregtigheid opreg-tig-heid
oprig oprig
oprys oprys
opslaan op-slaan
opspring op-spring
opstaan opstaan
opstand opstand
opstandig opstan-dig
opstandslus opstandslus
opstrek opstrek
opstyg opstyg
opsy opsy
optog op-tog
optrek op-trek
opwaarts op-waarts
orals orals
ord'ning ord'ning
orde or-de
ordening or-dening
ore ore
orkane or-ka-ne
os os
oseane ose-a-ne
osse os-se
ou ou
oud oud
ouderdom ou-der-dom
ouds ouds
oudstes oud-stes
oue oue
owervloed ower-vloed
paaie paaie
paal paal
paasmaan paasmaan
pad pad
pal pal
pale pa-le
paleis pa-leis
paleise pa-lei-se
palmboom palm-boom
pand pand
partydig par-ty-dig
pas pas
peins peins
peinsend pein-send
pelgrim pel-grim
pelgrims pel-grims
pelgrimskrede pel-grimskre-de
pelgrimslied pel-grims-lied
pelgrimsm�rebede pel-grimsm�re-be-de
pelgrimspad pel-grims-pad
pen pen
perd perd
perde per-de
perk perk
perke per-ke
pes pes
pesdamp pes-damp
pilare pi-la-re
pinehas pi-ne-has
plaag plaag
plaas plaas
plae plae
plan plan
planne plan-ne
plant plant
plante plan-te
pleit pleit
pleit-of pleit-of
plek plek
plekke plek-ke
plig-trae plig-trae
ploeg ploeg
ploegtou ploeg-tou
plots plots
pluk pluk
plunder plun-der
plunderaars plun-de-raars
poog poog
poort poort
poorte poorte
poorte-'n poorte-'n
poorte-en poorte-en
port port
praalgewade praal-ge-wa-de
praalvertonings praal-ver-to-nings
praat praat
prag prag
pragboom prag-boom
pragpaleis prag-pa-leis
pragpaleise prag-pa-lei-se
pragtig prag-tig
pragverskyning prag-ver-sky-ning
pragvertoning prag-ver-to-ning
praters pra-ters
prent prent
priesterbloed priester-bloed
priesterlike priester-li-ke
priesters pries-ters
priesterskap priester-skap
prinse prin-se
proef proef
profete pro-fe-te
pronk pronk
pronkjuweel pronk-ju-weel
pronkpaleis pronk-pa-leis
prooi prooi
pryk pryk
prys prys
prysgee prys-gee
prysgegewe prys-ge-ge-we
psalm psalm
psalme psal-me
psalmgeklank psalm-ge-klank
psalmgesang psalm-ge-sang
psalmgesange psalm-ge-san-ge
psalms psalms
psalmsing psalm-sing
puil puil
puin puin
puinhoop puin-hoop
put put
pyl pyl
pyle py-le
pyle-is pyle-is
pyn pyn
pynig py-nig
raad raad
raadloos raad-loos
raadsbesluit raads-besluit
raadslaag raadslaag
raadslag raadslag
raaisel raai-sel
raak raak
raap raap
raas raas
rahab ra-hab
ramme ram-me
ramp ramp
rande ran-de
rang rang
ranke ran-ke
rante ran-te
rantsoen rant-soen
ras ras
raserny raser-ny
rasers rasers
ratel ra-tel
rawe-nes rawe-nes
red red
reddend red-dend
redder red-der
redding red-ding
reddingsdade red-dings-da-de
reddingsglans red-dings-glans
reddingskragtig red-dings-krag-tig
reddingspaal red-dingspaal
reddingstemming red-dingstem-ming
rede re-de
re� re�
reeds reeds
reekning reek-ning
reeks reeks
reen reen
re�n re�n
reenboogkrans reen-boog-krans
re�ndruppel re�n-drup-pel
re�ndruppels re�n-drup-pels
reg reg
regdoen reg-doen
regeer re-geer
regmatigheid reg-ma-tig-heid
regs regs
regsaak regsaak
regsdag regs-dag
regsgedinge regs-ge-din-ge
regsgrond regs-grond
regspraak reg-spraak
regstug regstug
regsvergadering regs-ver-ga-de-ring
regte reg-te
regter reg-ter
regterhand reg-ter-hand
regters reg-ters
regtersetel reg-terse-tel
regterstoel reg-ter-stoel
regtersy reg-ter-sy
regtheid regt-heid
reguit reg-uit
regvaardig reg-vaar-dig
regverdig reg-ver-dig
regverdige reg-ver-di-ge
regverdiges reg-ver-di-ges
regverdigheid reg-ver-dig-heid
reier rei-er
reik reik
rein rein
reiner rei-ner
reinheid rein-heid
reinig rei-nig
reispad reis-pad
reistent reis-tent
reken re-ken
reuse-swaard reuse-swaard
reusekragte reu-sekrag-te
reusevlerke reu-se-vler-ke
rig rig
rigter rig-ter
rivier ri-vier
riviere ri-vie-re
roede roe-de
roei roei
roekeloos roe-ke-loos
roem roem
roemryk roem-ryk
roemtaal roem-taal
roep roep
roepstem roepstem
roer roer
rol rol
rond rond
ronde ronde
rondom rond-om
roof roof
roofbegeerte roof-be-geer-te
roofberg roof-berg
roofbespringer roof-be-sprin-ger
roofdier roof-dier
roofgediert' roof-ge-diert'
roofskat roofskat
rooftog roof-tog
rooidag rooi-dag
rooidag-m�re rooi-dag-m�re
rook rook
rookwerk rook-werk
rookwolk rook-wolk
rosse ros-se
rots rots
rotsberg rots-berg
rotsblok rots-blok
rotsburg rots-burg
rotse rotse
rotserande rotse-ran-de
rotsgebergtes rots-ge-berg-tes
rotspaleis rotspa-leis
rotsskans rots-skans
rotssteen rots-steen
rotsvas rots-vas
rou rou
rougeklag rou-geklag
rougewaad rou-ge-waad
rug rug
rugwaarts rug-waarts
ruig ruig
ruik ruik
ruim ruim
ruimer rui-mer
ruimte ruim-te
ruimtes ruim-tes
ruis ruis
ruising rui-sing
ruk ruk
rukkie ruk-kie
rukwind rukwind
rumoerigheid ru-moe-rig-heid
rus rus
rusdag rus-dag
ruspe rus-pe
rusplek rusplek
rust'loos rust'loos
rustig rus-tig
ruwe ru-we
ry ry
rye rye
ryk ryk
rykdom ryk-dom
ryke ry-ke
rykes ry-kes
ryksbestel ryks-bestel
ryksbewind ryks-be-wind
ryksgebied ryks-ge-bied
ryksgenote ryks-ge-no-te
ryksgesalfde ryks-ge-salf-de
rykstroon ryks-troon
ryksverordening ryks-ver-or-dening
ryp ryp
rys rys
s s
saad saad
saai saai
saaigraan saai-graan
saak saak
saakbeslegter saak-besleg-ter
saalge saal-ge
saam saam
saamgebring saam-ge-bring
saamgedring saam-ge-dring
saamgespan saam-ge-span
saamklap saam-klap
saamverbonde saam-ver-bonde
saans saans
sag sag
sagmoedig sag-moe-dig
sagmoediges sag-moe-di-ges
sagte sag-te
sak sak
sakkleed sak-kleed
sal sal
s�l s�l
sal'k sal'k
salem sa-lem
salf salf
salig sa-lig
saligheid sa-lig-heid
same sa-me
samegaan sa-me-gaan
samespan sa-mespan
samesweerders sa-me-sweer-ders
sand sand
sang sang
sange san-ge
sangers san-gers
sangerskoor san-gerskoor
sanggeluid sang-ge-luid
sanglus sang-lus
sangstem sangstem
sat sat
sawens sa-wens
se se
s� s�
sebaot se-ba-ot
s�bulon s�bu-lon
seder se-der
sederbosse se-der-bos-se
seders se-ders
see see
se� se�
se�-en se�-en
seemonsters see-mon-sters
seen seen
se�n se�n
se�ninge se�-nin-ge
se�nmaat se�n-maat
se�nstrome se�n-stro-me
se�praal se�praal
seer seer
seevlak see-vlak
seile sei-le
sekel se-kel
seker se-ker
self self
selfgebroude self-ge-brou-de
selfs selfs
send send
septer sep-ter
seraf se-raf
setel se-tel
seun seun
seuns seuns
sewe se-we
sewentig se-wen-tig
sewevoudig se-we-vou-dig
sfere sfe-re
sidd'rend sidd'rend
sidder sid-der
sie sie
siek siek
siekbed siek-bed
siekte siek-te
siel siel
siele sie-le
sielerou sie-le-rou
sielevreug sie-le-vreug
sielsangs sielsangs
sielsrus siels-rus
sielsverblyder siels-ver-bly-der
sielsverlange siels-ver-lan-ge
sielsverlatenheid siels-ver-la-ten-heid
sien sien
sienersvergesig sie-ners-ver-ge-sig
sieraad sie-raad
sigems si-gems
sihon si-hon
silwer sil-wer
silwerbeeltenis sil-wer-beel-te-nis
silwerwit sil-wer-wit
simbaal sim-baal
simbelspel sim-belspel
sin sin
sina� si-na�
sing sing
singend sin-ge-nd
sink sink
sinne sin-ne
sion si-on
sions si-ons
sionsberg si-ons-berg
sionshoogte si-ons-hoog-te
sionslied si-ons-lied
sionstad si-on-stad
sionsvesting si-ons-ves-ting
sipresboom sipres-boom
sirjon sir-jon
sit sit
siterklank si-terklank
siters si-ters
sitertone si-terto-ne
skaam skaam
skaamt' skaamt'
skaamte skaam-te
skaap skaap
skaaplam skaap-lam
skaar skaar
skaars skaars
skade ska-de
skadelike ska-de-li-ke
skadu ska-du
skadu's skadu's
skaduskyn ska-duskyn
skaduwee ska-du-wee
skaduwees ska-du-wees
skaf skaf
skand'liks skand'liks
skande skan-de
skandvlek skand-vlek
skans skans
skanse skan-se
skape ska-pe
skare ska-re
skat skat
skatgewelwe skat-ge-wel-we
skatte skat-te
skeba ske-ba
skede ske-de
skedel ske-del
skeermes skeer-mes
skei skei
skeld skeld
skelde skel-de
skelfsee skelfsee
skelm skelm
skemer ske-mer
skemerduister ske-merduis-ter
skemerende ske-me-ren-de
skemering ske-me-ring
skend skend
skenders sken-ders
skendershande sken-ders-han-de
skenk skenk
skep skep
skepe ske-pe
skepper skep-per
skepper-heer skep-per-heer
skepper-here skep-per-here
skepping skep-ping
skeppingsdaad skep-pings-daad
skeppingskoor skep-pingskoor
skeppingskragtig skep-pings-krag-tig
skeppingsmagtig skep-pings-mag-tig
skeppingstaal skep-pingstaal
skeppingstond skep-pingstond
skeppingswonder skep-pings-won-der
skeps'le skeps'le
skepsel skep-sel
skerf skerf
skerm skerm
skerp skerp
skerpe sker-pe
skerpgeslypte skerp-ge-slyp-te
skeur skeur
skielik skie-lik
skiet skiet
skif skif
skigte skig-te
skild skild
skilde skil-de
skim skim
skimp skimp
skimpend skim-pend
skimptaal skimp-taal
skimpversading skimp-ver-sa-ding
skimverskyning skim-ver-sky-ning
skinder skin-der
skink skink
skip skip
skitt'rend skitt'rend
skitter skit-ter
skitterglans skit-ter-glans
skitterglanse skit-ter-glan-se
skok skok
skone sko-ne
skoner sko-ner
skoon skoon
skoonheid skoon-heid
skoonheidsglans skoon-heids-glans
skoonste skoon-ste
skoot skoot
skou skou
skouer skou-er
skouspel skouspel
skraag skraag
skrale skra-le
skrede skre-de
skreeu skreeu
skreeuend skreeu-end
skrei skrei
skreiend skrei-end
skrif skrif
skrik skrik
skrik-verras skrik-ver-ras
skrikbeeld skrik-beeld
skrikverslae skrik-ver-slae
skrikvervoering skrik-ver-voe-ring
skroeiwind skroei-wind
skryf skryf
sku sku
skud skud
skugter skug-ter
skuif skuif
skuil skuil
skuil- skuil-
skuilgebo� skuil-ge-bo�
skuilgewes skuil-ge-wes
skuiling skui-ling
skuilplek skuil-plek
skuim skuim
skuld skuld
skuldelas skul-de-las
skuldenaar skul-de-naar
skuldig skul-dig
skuldstraf skuld-straf
skuldvergiffenis skuld-ver-gif-fe-nis
skuldverlede skuld-ver-le-de
skure sku-re
skut skut
skyf skyf
skyn skyn
skynberou skyn-be-rou
skyngeluk skyn-ge-luk
skynsel skyn-sel
slaaf slaaf
slaan slaan
slaap slaap
slaapplek slaap-plek
slaaptent slaap-tent
slae slae
slag slag
slagbank slag-bank
slagorde sla-gor-de
slagswaard slags-w-aard
slagting slag-ting
slagvaardig slag-vaar-dig
slagvee slag-vee
slak slak
slang slang
slange slan-ge
slanke slan-ke
slaweband sla-we-band
slawebande sla-we-ban-de
slawediens sla-we-diens
slawerny sla-wer-ny
slawetyd sla-we-tyd
sleep sleep
sleg sleg
slegs slegs
slegte sleg-te
slim slim
slim-verborge slim-ver-bor-ge
slimheid slim-heid
slimme slim-me
slimmer slim-mer
slinger slin-ger
slinks slinks
slinkse slink-se
slotsang slotsang
sluimer slui-mer
sluimering slui-me-ring
sluip sluip
sluipend slui-pend
sluit sluit
sluwe slu-we
sluwer slu-wer
slyk slyk
slyt slyt
smaad smaad
smaadbesef smaad-be-sef
smaadgekwel smaad-ge-kwel
smaadgeroep smaad-ge-roep
smaadheid smaad-heid
smaadlik smaad-lik
smaadtaal smaad-taal
smaadwoorde smaad-woor-de
smaak smaak
smaders sma-ders
smaderstaal sma-derstaal
smading sma-ding
smag smag
smagtende smag-ten-de
smalend sma-lend
smart smart
smarte smar-te
smartgevoel smart-ge-voel
smartverlede smart-ver-le-de
smartwond smart-wond
smee smee
smeek smeek
smeekstem smeekstem
smekend sme-kend
smeking sme-king
smelt smelt
smeltend-skone smel-tend-sko-ne
smet smet
smettelose smet-te-lo-se
sm�rens sm�rens
snaar snaar
snaargeruis snaar-ge-ruis
snags snags
snare snare
snee snee
sneeu sneeu
sneeuvlok sneeu-vlok
snel snel
snelle snel-le
snode sno-de
snoer snoer
sny sny
so so
s� s�
soans so-ans
sodat so-dat
sodra so-dra
soek soek
soekend soe-kend
soet soet
soete soe-te
soeter soe-ter
soetste soet-ste
solank so-lank
solderwerk sol-der-werk
som som
somerbrand so-mer-brand
somerdroogte so-mer-droog-te
somersonnevuur so-merson-ne-vuur
somertyd so-mer-tyd
somervrug so-mer-vrug
somervrugte so-mer-vrug-te
son son
sondaar son-daar
sondaars son-daars
sondaarskind son-daarskind
sondaarslyf son-daarslyf
sondaarspad son-daars-pad
sondaarstent son-daar-stent
sondaarsweg son-daarsweg
sonde son-de
sondedaad son-de-daad
sondelus son-de-lus
sonder son-der
sondes son-des
sondesaad son-de-saad
sondeskuld son-deskuld
sondesmart son-desmart
sondig son-dig
songlans son-glans
sonlig son-lig
sonnebrand son-ne-brand
sonnebrande son-ne-bran-de
sonneglans son-neglans
sonneglore son-neglo-re
sonnelande son-ne-lan-de
sonneskoon son-neskoon
sonnestrale son-ne-stra-le
sonnevlamme son-ne-vlam-me
sonpyl son-pyl
sonskyn sonskyn
soos soos
sorg sorg
sorge sor-ge
sorgvuldig sorg-vul-dig
sot sot
sou sou
soveel so-veel
sover so-ver
spaar spaar
span span
speel speel
spelers spe-lers
speur speur
spies spies
spiese spie-se
spits spits
spoed spoed
spoel spoel
sponde sponde
spoor spoor
spore spo-re
spot spot
spot- spot-
spotgeroep spot-ge-roep
spotglans spot-glans
spotlag spot-lag
spotprys spot-prys
spotstem spotstem
spotsug spotsug
spotterny spot-ter-ny
spotters spot-ters
spraak spraak
sprake spra-ke
spreek spreek
spreekwoord spreek-woord
sprei sprei
spreuke spreu-ke
spring spring
springfontein spring-fon-tein
sprinkaan sprin-kaan
sprong sprong
spruit spruit
spruite sprui-te
spruitjies spruit-jies
spys spys
spyse spy-se
spysig spy-sig
spyt spyt
staal staal
staalsterk staal-sterk
staan staan
staande staan-de
staanplek staan-plek
staar staar
staat staat
stad stad
stadswal stads-wal
staf staf
stam stam
stam- stam-
stamme stam-me
stammevader stam-me-va-der
stamverband stam-ver-band
stand stand
standhou stand-hou
standvastig stand-vas-tig
stap stap
stawing sta-wing
stede ste-de
stee stee
steeds steeds
steek steek
steekvlieg steek-vlieg
steel steel
steen steen
steenbok steen-bok
steenrots steen-rots
steier stei-er
steil steil
stel stel
stem stem
stemmesee stem-me-see
ster ster
sterf sterf
sterfling sterf-ling
sterk sterk
sterke ster-ke
sterker ster-ker
sterkste sterk-ste
sterkte sterk-te
sterkte-en sterkte-en
sterre ster-re
sterrenag ster-re-nag
sterrevelde ster-re-vel-de
sterrewagte ster-re-wag-te
sterwe ster-we
sterweling ster-we-ling
sterwend ster-wend
steun steun
steunsel steun-sel
stewig ste-wig
stier stier
stiere stie-re
stierevleis stie-re-vleis
stig stig
stil stil
stilgebly stil-ge-bly
stilheid stil-heid
stille stil-le
stilte stil-te
stilverlate stil-ver-la-te
stilverloorne stil-ver-loor-ne
stilverslae stil-ver-slae
stip-gehoorsaam stip-gehoor-saam
stoel stoel
stoet stoet
stof stof
stok stok
stom stom
stomverbaas stom-ver-baas
stonde stonde
stoot stoot
stoppels stop-pels
storm storm
stormbedaring storm-be-da-ring
stormbedwinger storm-be-dwin-ger
stormbevele storm-be-ve-le
storme-weer storme-weer
stormevlae stor-me-vlae
stormgerug storm-ge-rug
stormgeruisel storm-ge-rui-sel
stormgewoel storm-ge-woel
storms storms
stormsee storm-see
stormverlig storm-ver-lig
stormwind storm-wind
stort stort
stortvloed stort-vloed
stote sto-te
straal straal
straat straat
straatslyk straatslyk
straf straf
strafbevel straf-be-vel
strafgeding straf-ge-ding
strafgedinge straf-ge-din-ge
strafgerig straf-ge-rig
strafgerigte straf-ge-rig-te
strafloos straf-loos
strak strak
strakheid strak-heid
strale stra-le
stralende stra-len-de
strand strand
strande stran-de
strate stra-te
strawwe straw-we
streek streek
strek strek
streke stre-ke
streng streng
strenge stren-ge
strengel stren-gel
strengheid streng-heid
strengste streng-ste
strewe stre-we
strik strik
strikke strik-ke
strikke-en strikke-en
string string
strome stro-me
strooi strooi
stroom stroom
stroomgebied stroom-ge-bied
stroomgeluid stroom-ge-luid
struikel strui-kel
stry stry
stryd stryd
stryde stry-de
stryder stry-der
stryders stry-ders
strydwaens stryd-wa-ens
stryk stryk
stterk st-terk
stug stug
stuit stuit
stukke stuk-ke
stut stut
stuur stuur
styfgemeet styf-ge-meet
styg styg
sug sug
sugte sug-te
sugtend sug-tend
suide sui-de
suiderland sui-der-land
suig suig
suigelinge sui-ge-lin-ge
suigling suig-ling
suiwer sui-wer
sukkot suk-kot
sulke sul-ke
swaai swaai
swaar swaar
swaard sw-aard
swaard-deurboorde sw-aard-deur-boor-de
swaarde swaar-de
swaargedug swaar-ge-dug
swaarste swaar-ste
swaarte swaar-te
swaeltjies swael-tjies
swak swak
swakheid swak-heid
swakke swak-ke
swakkes swak-kes
swanger swan-ger
sware swa-re
swart swart
swartberookte swart-be-rook-te
swartste swart-ste
sweef sweef
sweer sweer
swepe swe-pe
swerf swerf
swerfgedagte swerf-ge-dag-te
swerftog swerf-tog
swerk swerk
swerwe swer-we
swerwer swer-wer
swewe swe-we
swig swig
swik swik
swyg swyg
swymeldrank swy-meldrank
sy sy
sye sye
syne sy-ne
t'ruggekeer t'rug-ge-keer
taal taal
tabor ta-bor
tafel ta-fel
tafelspotters ta-felspot-ters
tagtig tag-tig
takke tak-ke
tal tal
talloos tal-loos
tand tand
tande tan-de
tandeknersend tan-deknersend
tans tans
tarsis tar-sis
tart tart
tartend tar-tend
tas tas
te te
te� te�
te�kom te�kom
te�loop te�loop
teen teen
te�nhede te�n-he-de
teenoor teen-oor
teenparty teen-par-ty
teenpartyders teen-par-ty-ders
teenpartye teen-par-tye
teenwoordigheid teen-woor-dig-heid
teer teer
teerder teer-der
te�spoed te�spoed
te�spoede te�spoe-de
te�staan te�staan
te�stander te�stan-der
te�standers te�stan-ders
te�weer te�-weer
tegemoet te-ge-moet
teken te-ken
tekens te-kens
tel tel
telg telg
tem tem
tempel tem-pel
tempelbouers tem-pel-bou-ers
tempelhof tem-pel-hof
tempelkore tem-pel-ko-re
tempellofsang tem-pel-lofsang
tempelofferande tem-pe-lof-fe-ran-de
tempelpoort tem-pel-poort
tempelskoon tem-pelskoon
tempelwoning tem-pel-wo-ning
templstilte tem-plstil-te
ten ten
tent tent
ter ter
terg terg
terge ter-ge
terneer ter-neer
terneergebo� ter-neer-ge-bo�
terstond terstond
tersy ter-sy
terug te-rug
teruggaan te-rug-gaan
teruggewyk te-rug-ge-wyk
terugswaai te-rug-swaai
terwyl ter-wyl
terwyl'k ter-wyl'k
tesaam te-saam
tesame te-sa-me
tevergeefs te-ver-geefs
tevore te-vo-re
tevrede te-vre-de
tien tien
tienduisende tien-dui-sen-de
tint- tint-
tiranne ti-ran-ne
tirannemag ti-ran-ne-mag
tirannieke ti-ran-nie-ke
tirus ti-rus
toe toe
toeberei toe-be-rei
toebetrou toe-be-trou
toef toef
toegedeel toe-ge-deel
toegedek toe-ge-dek
toegedien toe-ge-dien
toegeluister toe-ge-luis-ter
toegemeet toe-ge-meet
toegene� toe-ge-ne�
toegerig toe-ge-rig
toegeseg toe-ge-seg
toegesing toe-ge-sing
toegeweeg toe-ge-weeg
toegewy toe-ge-wy
toegewys toe-ge-wys
toekoms toe-koms
toelaat toe-laat
toeleg toe-leg
toereken toe-re-ken
toeroep toe-roep
toesing toe-sing
toets toets
toeverlaat toe-ver-laat
toevertrou toe-ver-trou
toevlug toe-vlug
toewink toe-wink
toewy toe-wy
tog tog
togte tog-te
tone to-ne
tong tong
tong- tong-
tonge ton-ge
tongehelde ton-ge-hel-de
toom toom
toon toon
toonbeeld toon-beeld
toongemengel toon-ge-mengel
toorn toorn
toornblik toorn-blik
toorngloed toorn-gloed
toornig toornig
toornskat toornskat
toornvuur toorn-vuur
top top
toring to-ring
toringtranse to-ring-tran-se
tortelduif tor-tel-duif
tot tot
totdat tot-dat
toue toue
towerspreuk to-wer-spreuk
traag traag
trane tra-ne
tranebrood tra-ne-brood
tranedrank tra-ne-drank
trans trans
transe tran-se
trap trap
tree tree
tre� tre�
tref tref
trek trek
trekpad trek-pad
treur treur
treurgeklag treur-ge-klag
triomf-bewus triomf-bewus
triomfeer triomfeer
troep troep
trom trom
tromme trom-me
trommel trom-mel
trommelslae trom-melslae
trompetgeklank trom-pet-ge-klank
trompette trom-pet-te
trone tro-ne
troon troon
troongenoot troon-ge-noot
troongesante troon-ge-san-te
troongewelf troon-ge-welf
troos troos
trossetalle tros-se-tal-le
trots trots
trotsaard trots-aard
trotsaards trots-aards
trotse trotse
trotseer trotseer
trotsheid trots-heid
trou trou
troue troue
troueloos trou-e-loos
troueloosheid trou-e-loos-heid
trouelooslik trou-e-loos-lik
trouelose trou-e-lo-se
troueloses trou-e-loses
trouer trou-er
trouverbond trou-ver-bond
tug tug
tugtig tug-tig
tugtiging tug-ti-ging
tuig tuig
tuur tuur
twee twee
twis twis
twisgedinge twis-ge-din-ge
twissaak twis-saak
twyf'laars twyf'laars
tyd tyd
tyding ty-ding
tydmaat tyd-maat
tye tye
u u
� �
u's u's
uil uil
uit uit
uitbreek uit-breek
uitdelg uit-delg
uitgaan uit-gaan
uitgang uit-gang
uitgebreek uit-ge-breek
uitgebrei uit-ge-brei
uitgebreid uit-ge-breid
uitgebring uit-ge-bring
uitgebteek uit-ge-b-teek
uitgedelg uit-ge-delg
uitgedroog uit-ge-droog
uitgedroogde uit-ge-droog-de
uitgegiet uit-ge-giet
uitgelei uit-ge-lei
